Area Type,Area Name,Year,Period,Labor Force,Employment,Unemployment,Unemployment Rate,Seasonally Adjusted (Y N),Status
County,Siskiyou County,2011,Annual,"19,440","16,130","3,300",17%,N,Final
County,Solano County,2011,Annual,"202,200","177,600","24,600",12.2%,N,Final
County,Sonoma County,2011,Annual,"246,200","221,000","25,200",10.2%,N,Final
County,Stanislaus County,2011,Annual,"242,300","202,400","40,000",16.5%,N,Final
County,Sutter County,2011,Annual,"45,900","37,600","8,300",18.2%,N,Final
County,Tehama County,2011,Annual,"25,570","21,740","3,830",15%,N,Final
County,Trinity County,2011,Annual,"5,390","4,490",900,16.7%,N,Final
County,Tulare County,2011,Annual,"203,500","168,700","34,800",17.1%,N,Final
County,Tuolumne County,2011,Annual,"22,730","19,440","3,290",14.5%,N,Final
County,Ventura County,2011,Annual,"431,700","387,500","44,200",10.2%,N,Final
County,Yolo County,2011,Annual,"101,800","89,800","12,000",11.8%,N,Final
County,Yuba County,2011,Annual,"28,900","24,000","4,900",17%,N,Final
County,Alameda County,2010,Annual,"782,500","697,100","85,400",10.9%,N,Final
County,Alpine County,2010,Annual,540,470,70,12.9%,N,Final
County,Amador County,2010,Annual,"15,510","13,330","2,180",14.1%,N,Final
County,Butte County,2010,Annual,"102,600","88,300","14,200",13.9%,N,Final
County,Calaveras County,2010,Annual,"21,010","17,980","3,040",14.4%,N,Final
County,Colusa County,2010,Annual,"11,520","9,120","2,400",20.8%,N,Final
County,Contra Costa County,2010,Annual,"525,500","467,900","57,600",11%,N,Final
County,Del Norte County,2010,Annual,"10,930","9,490","1,440",13.2%,N,Final
County,El Dorado County,2010,Annual,"91,100","80,000","11,100",12.2%,N,Final
County,Fresno County,2010,Annual,"439,600","366,200","73,400",16.7%,N,Final
County,Glenn County,2010,Annual,"13,220","11,180","2,040",15.4%,N,Final
County,Humboldt County,2010,Annual,"66,100","59,100","7,000",10.6%,N,Final
County,Imperial County,2010,Annual,"78,700","56,000","22,700",28.8%,N,Final
County,Inyo County,2010,Annual,"9,750","8,810",950,9.7%,N,Final
County,Kern County,2010,Annual,"371,500","313,400","58,200",15.7%,N,Final
County,Kings County,2010,Annual,"59,400","49,900","9,600",16.1%,N,Final
County,Lake County,2010,Annual,"29,850","25,340","4,500",15.1%,N,Final
County,Lassen County,2010,Annual,"12,100","10,400","1,700",14%,N,Final
County,Los Angeles County,2010,Annual,"4,917,400","4,302,300","615,100",12.5%,N,Final
County,Madera County,2010,Annual,"61,600","51,400","10,200",16.6%,N,Final
County,Marin County,2010,Annual,"133,000","122,600","10,400",7.9%,N,Final
County,Mariposa County,2010,Annual,"8,710","7,580","1,130",12.9%,N,Final
County,Mendocino County,2010,Annual,"41,600","36,770","4,830",11.6%,N,Final
County,Merced County,2010,Annual,"113,600","93,200","20,400",18%,N,Final
County,Modoc County,2010,Annual,"3,820","3,240",580,15.2%,N,Final
County,Mono County,2010,Annual,"8,890","7,980",910,10.2%,N,Final
County,Monterey County,2010,Annual,"215,800","188,300","27,400",12.7%,N,Final
County,Napa County,2010,Annual,"70,200","63,000","7,200",10.3%,N,Final
County,Nevada County,2010,Annual,"48,920","43,180","5,740",11.7%,N,Final
County,Orange County,2010,Annual,"1,537,200","1,387,400","149,700",9.7%,N,Final
County,Placer County,2010,Annual,"173,300","153,200","20,100",11.6%,N,Final
County,Plumas County,2010,Annual,"9,150","7,480","1,670",18.2%,N,Final
County,Riverside County,2010,Annual,"976,400","841,300","135,200",13.8%,N,Final
County,Sacramento County,2010,Annual,"683,100","597,000","86,100",12.6%,N,Final
County,San Benito County,2010,Annual,"27,900","23,700","4,200",15.1%,N,Final
County,San Bernardino County,2010,Annual,"890,300","769,900","120,400",13.5%,N,Final
County,San Diego County,2010,Annual,"1,515,200","1,352,300","162,900",10.8%,N,Final
County,San Francisco County,2010,Annual,"486,000","442,700","43,300",8.9%,N,Final
County,San Joaquin County,2010,Annual,"311,400","260,000","51,400",16.5%,N,Final
County,San Luis Obispo County,2010,Annual,"133,700","120,200","13,400",10.1%,N,Final
County,San Mateo County,2010,Annual,"393,000","360,200","32,800",8.4%,N,Final
County,Santa Barbara County,2010,Annual,"212,300","191,700","20,600",9.7%,N,Final
County,Santa Clara County,2010,Annual,"926,500","830,100","96,400",10.4%,N,Final
County,Santa Cruz County,2010,Annual,"141,700","122,900","18,800",13.3%,N,Final
County,Shasta County,2010,Annual,"78,500","65,300","13,200",16.8%,N,Final
County,Sierra County,2010,Annual,"1,610","1,360",250,15.3%,N,Final
County,Siskiyou County,2010,Annual,"19,630","16,330","3,300",16.8%,N,Final
County,Solano County,2010,Annual,"202,400","177,000","25,400",12.6%,N,Final
County,Sonoma County,2010,Annual,"244,600","218,100","26,500",10.8%,N,Final
County,Stanislaus County,2010,Annual,"243,300","202,200","41,100",16.9%,N,Final
County,Sutter County,2010,Annual,"46,000","37,500","8,400",18.4%,N,Final
County,Tehama County,2010,Annual,"25,710","21,750","3,960",15.4%,N,Final
County,Trinity County,2010,Annual,"5,420","4,500",920,17%,N,Final
County,Tulare County,2010,Annual,"203,000","168,100","34,900",17.2%,N,Final
County,Tuolumne County,2010,Annual,"22,620","19,170","3,440",15.2%,N,Final
County,Ventura County,2010,Annual,"430,000","383,400","46,600",10.8%,N,Final
County,Yolo County,2010,Annual,"102,200","89,800","12,400",12.1%,N,Final
County,Yuba County,2010,Annual,"29,100","23,900","5,200",17.8%,N,Final
County,Alameda County,2009,Annual,"760,900","682,900","78,000",10.3%,N,Final
County,Alpine County,2009,Annual,450,380,60,14.1%,N,Final
County,Amador County,2009,Annual,"17,820","15,780","2,040",11.4%,N,Final
County,Butte County,2009,Annual,"103,700","91,000","12,700",12.3%,N,Final
County,Calaveras County,2009,Annual,"20,330","17,560","2,760",13.6%,N,Final
County,Colusa County,2009,Annual,"11,520","9,490","2,030",17.6%,N,Final
County,Contra Costa County,2009,Annual,"524,800","472,600","52,200",10%,N,Final
County,Del Norte County,2009,Annual,"11,680","10,300","1,380",11.8%,N,Final
County,El Dorado County,2009,Annual,"91,700","81,700","10,000",10.9%,N,Final
County,Fresno County,2009,Annual,"434,000","370,300","63,700",14.7%,N,Final
County,Glenn County,2009,Annual,"12,580","10,800","1,780",14.1%,N,Final
County,Humboldt County,2009,Annual,"60,800","54,300","6,500",10.7%,N,Final
County,Imperial County,2009,Annual,"75,600","54,900","20,700",27.4%,N,Final
County,Inyo County,2009,Annual,"9,390","8,550",840,9%,N,Final
County,Kern County,2009,Annual,"362,700","311,700","51,000",14.1%,N,Final
County,Kings County,2009,Annual,"60,500","51,900","8,600",14.2%,N,Final
County,Lake County,2009,Annual,"25,370","21,570","3,810",15%,N,Final
County,Lassen County,2009,Annual,"13,560","11,890","1,670",12.3%,N,Final
County,Los Angeles County,2009,Annual,"4,914,700","4,345,200","569,500",11.6%,N,Final
County,Madera County,2009,Annual,"66,500","57,600","8,900",13.4%,N,Final
County,Marin County,2009,Annual,"132,000","122,100","9,900",7.5%,N,Final
County,Mariposa County,2009,Annual,"9,400","8,430",970,10.3%,N,Final
County,Mendocino County,2009,Annual,"43,310","38,960","4,350",10%,N,Final
County,Merced County,2009,Annual,"105,400","87,900","17,500",16.6%,N,Final
County,Modoc County,2009,Annual,"4,040","3,560",490,12.1%,N,Final
County,Mono County,2009,Annual,"8,740","7,970",770,8.8%,N,Final
County,Monterey County,2009,Annual,"215,400","190,600","24,800",11.5%,N,Final
County,Napa County,2009,Annual,"75,600","69,200","6,300",8.4%,N,Final
County,Nevada County,2009,Annual,"50,380","45,210","5,170",10.3%,N,Final
County,Orange County,2009,Annual,"1,589,300","1,451,700","137,600",8.7%,N,Final
County,Placer County,2009,Annual,"179,700","161,400","18,300",10.2%,N,Final
County,Plumas County,2009,Annual,"10,020","8,480","1,540",15.4%,N,Final
County,Riverside County,2009,Annual,"915,800","795,800","120,000",13.1%,N,Final
County,Sacramento County,2009,Annual,"681,100","606,100","75,000",11%,N,Final
County,San Benito County,2009,Annual,"24,900","21,400","3,500",14%,N,Final
County,San Bernardino County,2009,Annual,"857,700","749,100","108,600",12.7%,N,Final
County,San Diego County,2009,Annual,"1,554,300","1,408,300","146,000",9.4%,N,Final
County,San Francisco County,2009,Annual,"459,400","419,500","39,900",8.7%,N,Final
County,San Joaquin County,2009,Annual,"297,800","253,300","44,500",14.9%,N,Final
County,San Luis Obispo County,2009,Annual,"136,400","124,400","12,000",8.8%,N,Final
County,San Mateo County,2009,Annual,"374,200","343,500","30,700",8.2%,N,Final
County,Santa Barbara County,2009,Annual,"220,000","201,900","18,100",8.2%,N,Final
County,Santa Clara County,2009,Annual,"875,000","782,400","92,600",10.6%,N,Final
County,Santa Cruz County,2009,Annual,"147,700","131,300","16,400",11.1%,N,Final
County,Shasta County,2009,Annual,"84,000","71,900","12,000",14.3%,N,Final
County,Sierra County,2009,Annual,"1,600","1,360",240,14.9%,N,Final
County,Siskiyou County,2009,Annual,"19,630","16,840","2,800",14.2%,N,Final
County,Solano County,2009,Annual,"214,500","192,200","22,300",10.4%,N,Final
County,Sonoma County,2009,Annual,"256,500","232,400","24,100",9.4%,N,Final
County,Stanislaus County,2009,Annual,"234,500","198,100","36,400",15.5%,N,Final
County,Sutter County,2009,Annual,"41,900","35,000","6,900",16.5%,N,Final
County,Tehama County,2009,Annual,"25,340","21,890","3,460",13.6%,N,Final
County,Trinity County,2009,Annual,"4,990","4,150",840,16.8%,N,Final
County,Tulare County,2009,Annual,"203,200","173,000","30,200",14.9%,N,Final
County,Tuolumne County,2009,Annual,"25,720","22,590","3,130",12.2%,N,Final
County,Ventura County,2009,Annual,"430,300","388,800","41,500",9.6%,N,Final
County,Yolo County,2009,Annual,"98,700","87,900","10,900",11%,N,Final
County,Yuba County,2009,Annual,"28,300","23,600","4,800",16.8%,N,Final
County,Alameda County,2008,Annual,"756,400","709,400","47,000",6.2%,N,Final
County,Alpine County,2008,Annual,470,420,50,10.5%,N,Final
County,Amador County,2008,Annual,"17,800","16,430","1,370",7.7%,N,Final
County,Butte County,2008,Annual,"102,800","94,100","8,700",8.5%,N,Final
County,Calaveras County,2008,Annual,"20,620","18,830","1,790",8.7%,N,Final
County,Colusa County,2008,Annual,"10,500","9,040","1,450",13.8%,N,Final
County,Contra Costa County,2008,Annual,"523,700","491,100","32,600",6.2%,N,Final
County,Del Norte County,2008,Annual,"11,360","10,360","1,000",8.8%,N,Final
County,El Dorado County,2008,Annual,"90,600","84,300","6,300",7%,N,Final
County,Fresno County,2008,Annual,"429,700","384,300","45,400",10.6%,N,Final
County,Glenn County,2008,Annual,"12,180","10,900","1,280",10.5%,N,Final
County,Humboldt County,2008,Annual,"60,000","55,600","4,400",7.3%,N,Final
County,Imperial County,2008,Annual,"72,400","56,100","16,300",22.6%,N,Final
County,Inyo County,2008,Annual,"9,090","8,490",600,6.6%,N,Final
County,Kern County,2008,Annual,"359,100","323,800","35,300",9.8%,N,Final
County,Kings County,2008,Annual,"58,700","52,500","6,200",10.6%,N,Final
County,Lake County,2008,Annual,"24,530","21,910","2,620",10.7%,N,Final
County,Lassen County,2008,Annual,"12,820","11,590","1,230",9.6%,N,Final
County,Los Angeles County,2008,Annual,"4,929,000","4,555,100","373,900",7.6%,N,Final
County,Madera County,2008,Annual,"65,000","58,900","6,200",9.5%,N,Final
County,Marin County,2008,Annual,"132,200","126,000","6,200",4.7%,N,Final
County,Mariposa County,2008,Annual,"9,270","8,570",700,7.5%,N,Final
County,Mendocino County,2008,Annual,"43,210","40,230","2,980",6.9%,N,Final
County,Merced County,2008,Annual,"102,200","89,200","12,900",12.6%,N,Final
County,Modoc County,2008,Annual,"3,940","3,560",380,9.7%,N,Final
County,Mono County,2008,Annual,"8,610","8,100",510,5.9%,N,Final
County,Monterey County,2008,Annual,"212,100","194,100","17,900",8.5%,N,Final
County,Napa County,2008,Annual,"75,500","71,700","3,900",5.1%,N,Final
County,Nevada County,2008,Annual,"50,350","47,030","3,320",6.6%,N,Final
County,Orange County,2008,Annual,"1,615,500","1,529,700","85,800",5.3%,N,Final
County,Placer County,2008,Annual,"177,000","165,500","11,500",6.5%,N,Final
County,Plumas County,2008,Annual,"9,810","8,770","1,040",10.6%,N,Final
County,Riverside County,2008,Annual,"911,500","833,300","78,200",8.6%,N,Final
County,Sacramento County,2008,Annual,"679,400","630,300","49,100",7.2%,N,Final
County,San Benito County,2008,Annual,"24,800","22,400","2,400",9.7%,N,Final
County,San Bernardino County,2008,Annual,"862,100","792,800","69,300",8%,N,Final
County,San Diego County,2008,Annual,"1,545,800","1,452,600","93,200",6%,N,Final
County,San Francisco County,2008,Annual,"457,000","433,000","24,000",5.3%,N,Final
County,San Joaquin County,2008,Annual,"292,800","262,300","30,600",10.4%,N,Final
County,San Luis Obispo County,2008,Annual,"136,400","128,500","7,900",5.8%,N,Final
County,San Mateo County,2008,Annual,"372,400","354,200","18,200",4.9%,N,Final
County,Santa Barbara County,2008,Annual,"218,100","206,100","12,000",5.5%,N,Final
County,Santa Clara County,2008,Annual,"868,900","816,600","52,300",6%,N,Final
County,Santa Cruz County,2008,Annual,"146,100","135,300","10,800",7.4%,N,Final
County,Shasta County,2008,Annual,"82,600","74,300","8,300",10.1%,N,Final
County,Sierra County,2008,Annual,"1,590","1,420",170,10.6%,N,Final
County,Siskiyou County,2008,Annual,"19,200","17,240","1,960",10.2%,N,Final
County,Solano County,2008,Annual,"211,100","196,500","14,600",6.9%,N,Final
County,Sonoma County,2008,Annual,"259,600","244,700","15,000",5.8%,N,Final
County,Stanislaus County,2008,Annual,"231,700","206,000","25,700",11.1%,N,Final
County,Sutter County,2008,Annual,"41,100","36,000","5,100",12.4%,N,Final
County,Tehama County,2008,Annual,"25,150","22,830","2,320",9.2%,N,Final
County,Trinity County,2008,Annual,"4,850","4,230",620,12.8%,N,Final
County,Tulare County,2008,Annual,"198,900","177,400","21,500",10.8%,N,Final
County,Tuolumne County,2008,Annual,"25,770","23,700","2,060",8%,N,Final
County,Ventura County,2008,Annual,"428,800","401,800","27,000",6.3%,N,Final
County,Yolo County,2008,Annual,"98,300","91,000","7,300",7.4%,N,Final
County,Yuba County,2008,Annual,"27,700","24,400","3,300",11.9%,N,Final
County,Alameda County,2007,Annual,"745,200","710,100","35,100",4.7%,N,Final
County,Alpine County,2007,Annual,490,450,40,7.9%,N,Final
County,Amador County,2007,Annual,"17,700","16,680","1,030",5.8%,N,Final
County,Butte County,2007,Annual,"101,200","94,500","6,700",6.7%,N,Final
County,Calaveras County,2007,Annual,"20,730","19,390","1,330",6.4%,N,Final
County,Colusa County,2007,Annual,"10,220","9,020","1,200",11.8%,N,Final
County,Contra Costa County,2007,Annual,"514,300","490,200","24,100",4.7%,N,Final
County,Del Norte County,2007,Annual,"11,030","10,200",830,7.5%,N,Final
County,El Dorado County,2007,Annual,"90,400","85,700","4,700",5.2%,N,Final
County,Fresno County,2007,Annual,"418,600","382,800","35,800",8.6%,N,Final
County,Glenn County,2007,Annual,"11,980","10,920","1,050",8.8%,N,Final
County,Humboldt County,2007,Annual,"59,300","55,800","3,500",5.9%,N,Final
County,Imperial County,2007,Annual,"66,000","54,100","11,900",18.1%,N,Final
County,Inyo County,2007,Annual,"8,890","8,450",440,4.9%,N,Final
County,Kern County,2007,Annual,"345,200","317,000","28,200",8.2%,N,Final
County,Kings County,2007,Annual,"57,300","52,400","5,000",8.7%,N,Final
County,Lake County,2007,Annual,"24,040","22,010","2,030",8.4%,N,Final
County,Lassen County,2007,Annual,"12,440","11,420","1,010",8.2%,N,Final
County,Los Angeles County,2007,Annual,"4,864,200","4,614,800","249,400",5.1%,N,Final
County,Madera County,2007,Annual,"63,400","58,600","4,700",7.5%,N,Final
County,Marin County,2007,Annual,"131,900","127,100","4,800",3.7%,N,Final
County,Mariposa County,2007,Annual,"9,060","8,520",550,6%,N,Final
County,Mendocino County,2007,Annual,"43,120","40,740","2,370",5.5%,N,Final
County,Merced County,2007,Annual,"99,800","89,800","10,000",10.1%,N,Final
County,Modoc County,2007,Annual,"3,900","3,580",310,8.1%,N,Final
County,Mono County,2007,Annual,"8,130","7,740",390,4.8%,N,Final
County,Monterey County,2007,Annual,"205,500","190,800","14,700",7.1%,N,Final
County,Napa County,2007,Annual,"73,200","70,300","2,900",4%,N,Final
County,Nevada County,2007,Annual,"50,130","47,720","2,410",4.8%,N,Final
County,Orange County,2007,Annual,"1,606,200","1,543,700","62,500",3.9%,N,Final
County,Placer County,2007,Annual,"172,500","164,200","8,200",4.8%,N,Final
County,Plumas County,2007,Annual,"9,950","9,100",850,8.5%,N,Final
County,Riverside County,2007,Annual,"902,000","847,600","54,400",6%,N,Final
County,Sacramento County,2007,Annual,"675,800","639,100","36,700",5.4%,N,Final
County,San Benito County,2007,Annual,"24,000","22,300","1,700",7.2%,N,Final
County,San Bernardino County,2007,Annual,"862,200","813,900","48,300",5.6%,N,Final
County,San Diego County,2007,Annual,"1,515,400","1,446,300","69,000",4.6%,N,Final
County,San Francisco County,2007,Annual,"432,600","414,200","18,400",4.2%,N,Final
County,San Joaquin County,2007,Annual,"288,600","265,300","23,400",8.1%,N,Final
County,San Luis Obispo County,2007,Annual,"134,000","128,300","5,800",4.3%,N,Final
County,San Mateo County,2007,Annual,"369,500","355,400","14,100",3.8%,N,Final
County,Santa Barbara County,2007,Annual,"213,500","204,200","9,300",4.4%,N,Final
County,Santa Clara County,2007,Annual,"843,400","803,900","39,600",4.7%,N,Final
County,Santa Cruz County,2007,Annual,"144,700","136,200","8,600",5.9%,N,Final
County,Shasta County,2007,Annual,"82,500","76,400","6,200",7.5%,N,Final
County,Sierra County,2007,Annual,"1,610","1,480",130,8%,N,Final
County,Siskiyou County,2007,Annual,"18,790","17,190","1,590",8.5%,N,Final
County,Solano County,2007,Annual,"208,200","197,200","11,000",5.3%,N,Final
County,Sonoma County,2007,Annual,"257,300","246,100","11,200",4.3%,N,Final
County,Stanislaus County,2007,Annual,"226,900","207,200","19,700",8.7%,N,Final
County,Sutter County,2007,Annual,"41,000","37,000","4,000",9.7%,N,Final
County,Tehama County,2007,Annual,"24,860","23,060","1,800",7.2%,N,Final
County,Trinity County,2007,Annual,"5,020","4,500",530,10.4%,N,Final
